MALAT1,TMSB4X,B2M,EEF1A1,ACTB,RPLP1,RPS27,MT-CO2,MTRNR2L1,RPS12,RPL10,MTRNR2L12,MT-CO1,RPL41,RPL13,RPS18,MTRNR2L8,TMSB10,RPL28,RPL13A,RPS19,RPL32,RPLP2,RPL21,RPL34,RPS27A,RPS29,RPL39,TPT1,RPS14,RPS6,RPS3,RPS4X,MT-CO3,HLA-B,GAPDH,RPS8,RPS15A,PFN1,RPL30,RPS3A,MT-ATP6,RPS2,RPL19,RPS23,RPL18A,RPL11,RPS28,HLA-A,MT-ND4L,RPL3,MT-ND3,PTMA,RPL37,RPL23A,CCL4,FTL,RPLP0,FTH1,RPS15,RPL12,RPS25,CCL5,RPL9,RPL27A,MT-ND4,JUNB,RPL35A,RPL29,RPS16,RPS24,HSP90AA1,RPL26,ACTG1,RPL8,RPS13,CXCL13,RPL18,RPSA,HLA-C,RPS7,RPL36,RPL15,RPL37A,RPS20,RPL31,RPL6,RPL7A,CD74,GZMB,RPL10A,RPS17,MT-ND2,DNAJB1,RPL14,RPS21,RPL7,RPL35,RPS9,GNLY
66.0,7.0,7.0,3.0,2.0,4.0,2.0,0.0,0.0,2.0,3.0,0.0,9.0,4.0,4.0,2.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,1.0,2.0,2.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0,3.0,9.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
411.0,43.0,25.0,22.0,16.0,28.0,29.0,10.0,0.0,15.0,16.0,0.0,23.0,19.0,26.0,18.0,0.0,9.0,14.0,17.0,25.0,18.0,22.0,7.0,15.0,11.0,18.0,27.0,18.0,14.0,11.0,13.0,8.0,12.0,13.0,1.0,13.0,15.0,4.0,9.0,11.0,10.0,12.0,6.0,8.0,11.0,8.0,14.0,11.0,0.0,18.0,11.0,9.0,9.0,11.0,0.0,5.0,3.0,8.0,11.0,15.0,8.0,7.0,9.0,8.0,6.0,0.0,8.0,10.0,6.0,7.0,0.0,4.0,2.0,4.0,11.0,0.0,8.0,3.0,9.0,5.0,8.0,8.0,9.0,7.0,15.0,8.0,6.0,1.0,0.0,8.0,1.0,10.0,0.0,6.0,5.0,7.0,8.0,7.0,0.0
3.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
79.0,5.0,38.0,5.0,0.0,3.0,3.0,4.0,0.0,2.0,6.0,0.0,10.0,7.0,3.0,1.0,0.0,3.0,0.0,4.0,5.0,1.0,1.0,3.0,0.0,1.0,5.0,1.0,1.0,1.0,4.0,0.0,0.0,6.0,7.0,3.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,4.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,4.0,0.0,3.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,4.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0
258.0,2.0,7.0,0.0,0.0,0.0,4.0,2.0,0.0,3.0,1.0,0.0,4.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
42.0,0.0,25.0,0.0,2.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,15.0,0.0,1.0,2.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,17.0,1.0,0.0,3.0,2.0,0.0,0.0,2.0,7.0,2.0,2.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,6.0,0.0,5.0,2.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
38.0,17.0,20.0,4.0,11.0,6.0,3.0,16.0,0.0,14.0,11.0,0.0,14.0,2.0,6.0,0.0,0.0,5.0,11.0,0.0,7.0,3.0,3.0,5.0,4.0,5.0,1.0,11.0,6.0,7.0,4.0,6.0,7.0,2.0,1.0,5.0,12.0,10.0,8.0,5.0,3.0,3.0,1.0,4.0,3.0,1.0,4.0,0.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,9.0,2.0,2.0,5.0,4.0,3.0,30.0,1.0,0.0,2.0,0.0,3.0,6.0,4.0,4.0,6.0,0.0,1.0,4.0,1.0,0.0,5.0,3.0,5.0,8.0,0.0,0.0,2.0,0.0,0.0,6.0,6.0,2.0,4.0,0.0,0.0,4.0,23.0,5.0,2.0,2.0,2.0,1.0,0.0
251.0,70.0,63.0,43.0,8.0,29.0,33.0,11.0,0.0,22.0,33.0,0.0,13.0,25.0,27.0,23.0,0.0,10.0,18.0,23.0,12.0,29.0,17.0,31.0,23.0,26.0,17.0,14.0,12.0,29.0,24.0,12.0,16.0,13.0,8.0,4.0,15.0,15.0,2.0,10.0,19.0,11.0,16.0,8.0,13.0,15.0,19.0,7.0,5.0,2.0,15.0,4.0,17.0,6.0,23.0,0.0,10.0,12.0,19.0,9.0,15.0,19.0,6.0,17.0,17.0,12.0,9.0,6.0,7.0,19.0,8.0,0.0,7.0,1.0,8.0,7.0,0.0,6.0,5.0,10.0,10.0,7.0,15.0,6.0,13.0,17.0,7.0,9.0,1.0,0.0,10.0,14.0,16.0,2.0,2.0,9.0,18.0,5.0,12.0,0.0
481.0,214.0,142.0,38.0,54.0,45.0,47.0,18.0,0.0,30.0,43.0,0.0,34.0,60.0,47.0,40.0,0.0,22.0,40.0,43.0,79.0,28.0,31.0,37.0,35.0,35.0,30.0,25.0,19.0,36.0,35.0,31.0,25.0,19.0,13.0,12.0,15.0,39.0,21.0,15.0,23.0,13.0,28.0,23.0,27.0,21.0,20.0,18.0,21.0,0.0,22.0,5.0,17.0,11.0,31.0,4.0,8.0,2.0,15.0,25.0,21.0,21.0,52.0,15.0,29.0,12.0,4.0,18.0,15.0,11.0,10.0,1.0,30.0,20.0,16.0,14.0,1.0,14.0,15.0,13.0,15.0,16.0,25.0,11.0,20.0,17.0,13.0,11.0,16.0,1.0,12.0,1.0,6.0,1.0,17.0,4.0,19.0,15.0,14.0,0.0
44.0,3.0,4.0,3.0,1.0,5.0,4.0,8.0,0.0,5.0,8.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,1.0,6.0,0.0,0.0,3.0,2.0,8.0,7.0,0.0,3.0,3.0,0.0,1.0,2.0,3.0,5.0,4.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,4.0,0.0,7.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,6.0,4.0,0.0,2.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,2.0,0.0,0.0,3.0,4.0,1.0,0.0
403.0,3.0,5.0,1.0,0.0,1.0,6.0,4.0,0.0,3.0,0.0,0.0,9.0,3.0,3.0,4.0,0.0,0.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
126.0,33.0,46.0,10.0,40.0,25.0,20.0,2.0,0.0,8.0,18.0,0.0,11.0,29.0,14.0,13.0,1.0,13.0,9.0,11.0,19.0,6.0,6.0,6.0,17.0,8.0,11.0,4.0,4.0,3.0,5.0,5.0,4.0,8.0,4.0,1.0,7.0,8.0,11.0,4.0,3.0,1.0,6.0,5.0,4.0,9.0,5.0,9.0,5.0,0.0,6.0,1.0,12.0,4.0,11.0,1.0,6.0,1.0,4.0,5.0,5.0,10.0,0.0,9.0,9.0,3.0,22.0,6.0,5.0,1.0,4.0,1.0,5.0,8.0,3.0,1.0,0.0,2.0,3.0,8.0,5.0,11.0,5.0,6.0,3.0,2.0,5.0,2.0,4.0,0.0,3.0,0.0,0.0,6.0,1.0,1.0,3.0,3.0,9.0,0.0
68.0,28.0,55.0,34.0,31.0,24.0,21.0,54.0,0.0,15.0,31.0,7.0,43.0,16.0,25.0,19.0,0.0,8.0,21.0,2.0,16.0,14.0,7.0,9.0,12.0,17.0,2.0,6.0,12.0,11.0,3.0,24.0,16.0,32.0,11.0,4.0,10.0,19.0,10.0,18.0,13.0,26.0,1.0,16.0,16.0,8.0,6.0,11.0,5.0,25.0,13.0,16.0,14.0,9.0,5.0,2.0,5.0,9.0,7.0,17.0,5.0,9.0,10.0,5.0,0.0,18.0,19.0,12.0,9.0,5.0,9.0,3.0,4.0,11.0,9.0,8.0,0.0,7.0,1.0,18.0,13.0,4.0,3.0,1.0,0.0,7.0,5.0,11.0,0.0,1.0,2.0,1.0,4.0,0.0,13.0,9.0,3.0,5.0,7.0,6.0
201.0,18.0,35.0,41.0,9.0,13.0,41.0,7.0,0.0,28.0,26.0,0.0,10.0,33.0,36.0,32.0,0.0,5.0,13.0,31.0,22.0,38.0,23.0,30.0,33.0,23.0,27.0,14.0,9.0,22.0,23.0,22.0,15.0,7.0,3.0,1.0,12.0,28.0,1.0,18.0,14.0,4.0,15.0,21.0,12.0,18.0,18.0,15.0,4.0,0.0,23.0,4.0,4.0,10.0,23.0,0.0,3.0,2.0,2.0,10.0,17.0,18.0,0.0,21.0,17.0,5.0,4.0,19.0,8.0,10.0,10.0,0.0,25.0,2.0,9.0,12.0,0.0,9.0,8.0,2.0,11.0,18.0,8.0,13.0,17.0,12.0,6.0,8.0,3.0,0.0,10.0,1.0,12.0,0.0,7.0,8.0,12.0,10.0,10.0,0.0
380.0,33.0,24.0,52.0,4.0,34.0,54.0,7.0,0.0,53.0,67.0,0.0,15.0,28.0,38.0,38.0,0.0,18.0,21.0,35.0,30.0,52.0,46.0,48.0,45.0,29.0,33.0,56.0,35.0,28.0,55.0,20.0,35.0,18.0,8.0,1.0,30.0,48.0,1.0,22.0,37.0,16.0,11.0,31.0,32.0,24.0,25.0,28.0,3.0,0.0,40.0,10.0,8.0,31.0,29.0,0.0,0.0,12.0,2.0,20.0,23.0,22.0,1.0,27.0,23.0,8.0,0.0,27.0,13.0,21.0,12.0,0.0,24.0,4.0,10.0,34.0,0.0,14.0,10.0,3.0,22.0,20.0,19.0,23.0,26.0,28.0,25.0,14.0,0.0,0.0,29.0,20.0,6.0,1.0,13.0,10.0,23.0,19.0,17.0,0.0
184.0,59.0,28.0,62.0,14.0,41.0,36.0,15.0,0.0,24.0,35.0,0.0,38.0,50.0,39.0,28.0,0.0,27.0,27.0,26.0,25.0,23.0,24.0,28.0,27.0,22.0,30.0,18.0,36.0,18.0,23.0,22.0,24.0,23.0,6.0,5.0,18.0,29.0,5.0,21.0,18.0,9.0,29.0,15.0,13.0,30.0,22.0,19.0,5.0,0.0,24.0,17.0,5.0,18.0,24.0,0.0,3.0,9.0,7.0,9.0,13.0,19.0,1.0,21.0,13.0,27.0,0.0,11.0,15.0,18.0,16.0,2.0,14.0,8.0,12.0,14.0,0.0,9.0,10.0,8.0,11.0,10.0,14.0,16.0,10.0,11.0,3.0,8.0,3.0,0.0,14.0,2.0,22.0,1.0,13.0,10.0,14.0,8.0,8.0,0.0
180.0,121.0,103.0,31.0,26.0,16.0,16.0,7.0,0.0,10.0,19.0,0.0,25.0,16.0,22.0,26.0,0.0,26.0,16.0,18.0,13.0,11.0,18.0,14.0,9.0,10.0,5.0,14.0,16.0,14.0,13.0,6.0,12.0,11.0,14.0,5.0,8.0,17.0,14.0,7.0,7.0,14.0,12.0,13.0,8.0,20.0,13.0,5.0,16.0,0.0,8.0,3.0,10.0,9.0,5.0,0.0,1.0,9.0,9.0,14.0,6.0,5.0,2.0,4.0,11.0,12.0,0.0,6.0,5.0,7.0,14.0,26.0,6.0,14.0,7.0,10.0,0.0,6.0,7.0,5.0,10.0,6.0,6.0,4.0,6.0,5.0,7.0,7.0,8.0,0.0,4.0,4.0,4.0,10.0,5.0,5.0,10.0,3.0,9.0,0.0
191.0,147.0,153.0,20.0,86.0,33.0,40.0,16.0,0.0,18.0,25.0,0.0,41.0,22.0,11.0,12.0,0.0,50.0,25.0,28.0,30.0,12.0,19.0,12.0,28.0,9.0,31.0,18.0,11.0,12.0,19.0,19.0,7.0,21.0,75.0,40.0,9.0,26.0,30.0,10.0,5.0,10.0,10.0,11.0,12.0,16.0,9.0,7.0,44.0,2.0,10.0,7.0,33.0,15.0,18.0,51.0,2.0,6.0,9.0,15.0,8.0,13.0,31.0,3.0,12.0,20.0,0.0,18.0,5.0,8.0,9.0,4.0,12.0,16.0,10.0,13.0,32.0,7.0,5.0,48.0,8.0,9.0,9.0,12.0,5.0,9.0,6.0,5.0,37.0,1.0,6.0,4.0,7.0,2.0,5.0,6.0,9.0,5.0,9.0,0.0
2.0,8.0,15.0,2.0,2.0,1.0,8.0,8.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,2.0,3.0,1.0,6.0,5.0,4.0,1.0,6.0,4.0,1.0,1.0,6.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,8.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0
78.0,15.0,56.0,56.0,13.0,17.0,17.0,31.0,0.0,27.0,37.0,2.0,34.0,14.0,37.0,19.0,0.0,6.0,21.0,1.0,24.0,17.0,9.0,9.0,18.0,16.0,3.0,9.0,13.0,23.0,15.0,25.0,14.0,41.0,21.0,11.0,12.0,12.0,5.0,23.0,19.0,31.0,7.0,27.0,13.0,14.0,18.0,12.0,10.0,18.0,13.0,14.0,12.0,10.0,7.0,1.0,11.0,9.0,29.0,16.0,9.0,13.0,7.0,8.0,3.0,9.0,17.0,10.0,10.0,3.0,1.0,4.0,3.0,2.0,12.0,11.0,0.0,8.0,10.0,5.0,9.0,9.0,7.0,1.0,1.0,1.0,5.0,5.0,1.0,0.0,10.0,1.0,8.0,4.0,15.0,6.0,2.0,2.0,10.0,0.0
81.0,18.0,35.0,43.0,12.0,12.0,11.0,16.0,0.0,24.0,10.0,1.0,25.0,8.0,24.0,7.0,0.0,4.0,17.0,1.0,13.0,10.0,3.0,5.0,11.0,14.0,3.0,7.0,6.0,11.0,12.0,21.0,13.0,7.0,19.0,1.0,9.0,10.0,1.0,13.0,10.0,7.0,2.0,7.0,10.0,6.0,10.0,6.0,7.0,11.0,7.0,9.0,15.0,6.0,5.0,1.0,2.0,4.0,40.0,9.0,7.0,4.0,0.0,2.0,1.0,2.0,18.0,5.0,3.0,2.0,10.0,2.0,1.0,0.0,9.0,8.0,0.0,5.0,4.0,2.0,6.0,7.0,4.0,2.0,0.0,1.0,8.0,7.0,1.0,0.0,4.0,0.0,3.0,0.0,9.0,3.0,2.0,2.0,5.0,0.0
90.0,33.0,45.0,7.0,18.0,19.0,15.0,53.0,0.0,3.0,6.0,26.0,68.0,6.0,9.0,6.0,1.0,46.0,8.0,3.0,8.0,5.0,3.0,4.0,3.0,5.0,4.0,7.0,5.0,5.0,5.0,3.0,4.0,21.0,28.0,4.0,0.0,10.0,9.0,7.0,3.0,29.0,2.0,7.0,2.0,1.0,3.0,3.0,6.0,38.0,4.0,38.0,3.0,3.0,2.0,0.0,2.0,0.0,2.0,4.0,5.0,4.0,41.0,2.0,0.0,10.0,0.0,3.0,2.0,5.0,4.0,0.0,4.0,3.0,1.0,4.0,4.0,3.0,2.0,12.0,7.0,6.0,2.0,1.0,1.0,2.0,10.0,3.0,1.0,3.0,0.0,0.0,2.0,0.0,8.0,1.0,1.0,0.0,1.0,0.0
9.0,12.0,16.0,7.0,0.0,6.0,6.0,4.0,0.0,4.0,5.0,0.0,11.0,2.0,12.0,4.0,0.0,1.0,10.0,5.0,4.0,4.0,14.0,4.0,7.0,5.0,6.0,0.0,19.0,14.0,5.0,2.0,6.0,7.0,11.0,2.0,4.0,2.0,3.0,6.0,1.0,3.0,5.0,12.0,2.0,3.0,2.0,5.0,1.0,0.0,6.0,4.0,4.0,9.0,7.0,0.0,0.0,1.0,2.0,5.0,3.0,6.0,0.0,5.0,5.0,15.0,3.0,5.0,4.0,3.0,1.0,0.0,4.0,1.0,3.0,2.0,0.0,6.0,3.0,6.0,3.0,3.0,3.0,4.0,3.0,5.0,1.0,1.0,3.0,0.0,3.0,4.0,2.0,0.0,4.0,4.0,3.0,2.0,4.0,0.0
27.0,9.0,9.0,18.0,8.0,6.0,7.0,6.0,0.0,13.0,8.0,1.0,14.0,6.0,10.0,4.0,0.0,3.0,7.0,2.0,5.0,8.0,1.0,4.0,5.0,1.0,0.0,5.0,11.0,6.0,1.0,4.0,4.0,7.0,3.0,1.0,7.0,4.0,1.0,2.0,2.0,9.0,2.0,6.0,5.0,3.0,6.0,3.0,2.0,10.0,3.0,8.0,8.0,3.0,0.0,0.0,3.0,4.0,5.0,2.0,3.0,1.0,1.0,1.0,0.0,4.0,3.0,4.0,5.0,1.0,4.0,2.0,0.0,2.0,6.0,4.0,0.0,1.0,3.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0
49.0,12.0,42.0,15.0,45.0,7.0,7.0,18.0,0.0,13.0,19.0,1.0,21.0,7.0,3.0,0.0,0.0,4.0,9.0,2.0,11.0,4.0,4.0,5.0,3.0,6.0,0.0,2.0,2.0,3.0,1.0,7.0,2.0,7.0,18.0,4.0,2.0,5.0,2.0,8.0,2.0,6.0,4.0,5.0,3.0,8.0,1.0,4.0,14.0,10.0,3.0,3.0,7.0,0.0,4.0,5.0,7.0,3.0,2.0,9.0,6.0,2.0,14.0,3.0,1.0,6.0,0.0,3.0,4.0,2.0,5.0,4.0,1.0,7.0,4.0,1.0,6.0,6.0,2.0,9.0,7.0,2.0,3.0,2.0,1.0,0.0,1.0,7.0,5.0,7.0,1.0,0.0,2.0,0.0,5.0,2.0,1.0,1.0,0.0,0.0
20.0,52.0,37.0,47.0,22.0,17.0,43.0,27.0,0.0,37.0,34.0,16.0,41.0,44.0,20.0,19.0,2.0,3.0,22.0,5.0,21.0,19.0,14.0,6.0,28.0,21.0,13.0,19.0,29.0,16.0,15.0,23.0,27.0,28.0,12.0,7.0,17.0,20.0,10.0,31.0,13.0,24.0,10.0,17.0,19.0,18.0,18.0,22.0,5.0,20.0,14.0,33.0,5.0,20.0,8.0,15.0,7.0,8.0,5.0,18.0,12.0,17.0,14.0,12.0,1.0,3.0,19.0,20.0,13.0,12.0,15.0,3.0,8.0,5.0,12.0,13.0,0.0,9.0,6.0,8.0,14.0,9.0,6.0,13.0,1.0,2.0,14.0,12.0,1.0,0.0,3.0,0.0,1.0,0.0,10.0,18.0,4.0,5.0,7.0,15.0
170.0,32.0,40.0,16.0,26.0,9.0,25.0,3.0,0.0,4.0,22.0,0.0,17.0,21.0,15.0,14.0,1.0,6.0,6.0,14.0,15.0,11.0,11.0,16.0,13.0,8.0,7.0,14.0,1.0,11.0,11.0,3.0,10.0,3.0,10.0,2.0,4.0,13.0,4.0,4.0,9.0,0.0,16.0,8.0,8.0,15.0,7.0,4.0,8.0,0.0,11.0,4.0,4.0,5.0,6.0,0.0,3.0,3.0,4.0,9.0,10.0,9.0,0.0,6.0,8.0,4.0,7.0,13.0,6.0,4.0,4.0,1.0,8.0,0.0,2.0,10.0,0.0,5.0,2.0,8.0,5.0,6.0,8.0,3.0,0.0,7.0,7.0,2.0,3.0,0.0,6.0,0.0,1.0,4.0,5.0,1.0,8.0,5.0,4.0,0.0
108.0,37.0,47.0,18.0,16.0,9.0,54.0,3.0,0.0,7.0,28.0,0.0,9.0,33.0,21.0,34.0,0.0,11.0,9.0,20.0,17.0,19.0,10.0,39.0,31.0,15.0,21.0,21.0,5.0,20.0,16.0,12.0,17.0,3.0,14.0,0.0,13.0,16.0,3.0,10.0,20.0,0.0,20.0,8.0,6.0,10.0,16.0,15.0,6.0,0.0,16.0,4.0,14.0,9.0,9.0,0.0,10.0,2.0,8.0,12.0,6.0,12.0,0.0,4.0,9.0,4.0,35.0,14.0,5.0,5.0,3.0,5.0,15.0,1.0,8.0,9.0,0.0,5.0,3.0,13.0,8.0,11.0,5.0,2.0,2.0,19.0,7.0,2.0,1.0,1.0,4.0,0.0,3.0,13.0,4.0,6.0,13.0,7.0,19.0,0.0
38.0,35.0,61.0,25.0,17.0,19.0,22.0,28.0,0.0,13.0,28.0,3.0,33.0,7.0,15.0,13.0,0.0,4.0,16.0,1.0,15.0,14.0,6.0,3.0,7.0,12.0,2.0,5.0,13.0,10.0,5.0,11.0,8.0,16.0,25.0,1.0,4.0,7.0,4.0,17.0,10.0,24.0,1.0,9.0,8.0,11.0,10.0,10.0,15.0,22.0,3.0,12.0,8.0,4.0,6.0,1.0,6.0,4.0,4.0,11.0,16.0,5.0,15.0,8.0,4.0,9.0,5.0,5.0,13.0,3.0,9.0,4.0,5.0,6.0,3.0,4.0,11.0,10.0,1.0,14.0,7.0,2.0,5.0,0.0,0.0,2.0,9.0,5.0,15.0,1.0,1.0,1.0,13.0,2.0,4.0,1.0,0.0,2.0,4.0,0.0
18.0,26.0,36.0,19.0,18.0,21.0,12.0,12.0,0.0,32.0,22.0,0.0,15.0,3.0,25.0,10.0,0.0,6.0,30.0,12.0,20.0,14.0,26.0,9.0,5.0,17.0,26.0,2.0,23.0,22.0,10.0,11.0,14.0,21.0,25.0,2.0,14.0,6.0,8.0,14.0,3.0,15.0,14.0,14.0,11.0,6.0,7.0,13.0,16.0,1.0,7.0,10.0,9.0,14.0,6.0,8.0,2.0,4.0,5.0,10.0,3.0,14.0,14.0,7.0,13.0,21.0,18.0,7.0,3.0,12.0,10.0,1.0,7.0,9.0,5.0,5.0,0.0,3.0,1.0,7.0,3.0,7.0,5.0,15.0,10.0,12.0,4.0,7.0,6.0,0.0,3.0,10.0,9.0,2.0,5.0,8.0,6.0,5.0,8.0,0.0
8.0,11.0,30.0,5.0,15.0,19.0,16.0,14.0,0.0,4.0,16.0,0.0,43.0,4.0,3.0,0.0,0.0,4.0,5.0,7.0,1.0,0.0,18.0,1.0,3.0,2.0,55.0,0.0,15.0,24.0,4.0,0.0,2.0,20.0,4.0,0.0,2.0,1.0,1.0,2.0,5.0,8.0,11.0,11.0,0.0,0.0,0.0,12.0,4.0,0.0,11.0,13.0,0.0,0.0,1.0,0.0,6.0,0.0,2.0,11.0,1.0,8.0,4.0,16.0,9.0,50.0,0.0,8.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,8.0,0.0,0.0,5.0,6.0,2.0,9.0,1.0,16.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,5.0,10.0,2.0,8.0,2.0,0.0
16.0,5.0,10.0,0.0,5.0,4.0,11.0,7.0,0.0,2.0,1.0,0.0,6.0,0.0,3.0,3.0,1.0,0.0,6.0,2.0,4.0,13.0,10.0,4.0,3.0,4.0,4.0,0.0,4.0,4.0,2.0,0.0,1.0,7.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,0.0,8.0,3.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,2.0,7.0,0.0
102.0,46.0,39.0,45.0,12.0,15.0,22.0,4.0,0.0,23.0,53.0,0.0,5.0,6.0,25.0,40.0,0.0,7.0,17.0,26.0,25.0,21.0,13.0,27.0,23.0,29.0,11.0,17.0,21.0,24.0,26.0,15.0,27.0,8.0,0.0,4.0,17.0,19.0,10.0,6.0,19.0,2.0,24.0,14.0,8.0,22.0,18.0,4.0,6.0,0.0,15.0,2.0,5.0,9.0,10.0,0.0,1.0,8.0,10.0,9.0,16.0,10.0,0.0,14.0,11.0,1.0,0.0,7.0,7.0,16.0,10.0,1.0,10.0,6.0,12.0,9.0,0.0,7.0,8.0,6.0,9.0,4.0,13.0,2.0,12.0,10.0,10.0,7.0,2.0,0.0,13.0,12.0,10.0,0.0,10.0,2.0,10.0,9.0,6.0,0.0
