ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_599	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter sp.
ASV_199	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	Multi-affiliation
ASV_584	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae UCG-008	unknown species
ASV_180	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus paracuniculus
ASV_1209	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	FD2005	Multi-affiliation
ASV_892	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	[Eubacterium] brachy group	unknown species
ASV_954	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010	unknown species
ASV_545	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Kosakonia	Multi-affiliation
ASV_693	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	unknown species
ASV_485	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	[Eubacterium] nodatum group	unknown species
ASV_930	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Multi-affiliation
ASV_806	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus paracuniculus
ASV_883	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	p-1088-a5 gut group	unknown species
ASV_316	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Multi-affiliation
ASV_832	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_21	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Ureaplasma	Multi-affiliation
ASV_533	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Globicatella	Multi-affiliation
ASV_413	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_1194	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Multi-affiliation	Multi-affiliation
ASV_128	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Clavibacter	Multi-affiliation
ASV_962	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	Multi-affiliation
ASV_399	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	DNF00809	unknown species
ASV_481	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	unknown species
ASV_1003	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Multi-affiliation	Multi-affiliation
ASV_336	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Multi-affiliation	Multi-affiliation
ASV_794	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Gallicola	Multi-affiliation
ASV_235	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium	unknown species
ASV_244	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus 2	unknown species
ASV_134	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group	unknown species
ASV_1200	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Shuttleworthia	unknown species
ASV_515	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Multi-affiliation
ASV_1144	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	Moraxella lacunata
ASV_770	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	unknown genus	unknown species
ASV_992	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Ruminococcus] gauvreauii group	unknown species
ASV_1191	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_881	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Eubacterium] hallii group	unknown species
ASV_856	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Rhodoferax	unknown species
ASV_74	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Ralstonia	Multi-affiliation
ASV_517	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Multi-affiliation
ASV_1095	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Multi-affiliation	Multi-affiliation
ASV_383	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group	unknown species
ASV_287	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Multi-affiliation
ASV_502	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Proteus	Multi-affiliation
ASV_153	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	Family XIII AD3011 group	unknown species
ASV_784	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Multi-affiliation
ASV_989	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Leuconostoc pseudomesenteroides
ASV_125	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	Multi-affiliation
ASV_705	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_745	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group	unknown species
ASV_543	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK3A20 group	unknown species
ASV_236	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas sp.
ASV_451	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	Multi-affiliation
ASV_194	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unknown genus	unknown species
ASV_409	Bacteria	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae	Kineococcus	Multi-affiliation
ASV_614	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Ruminococcus sp.
ASV_411	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	Multi-affiliation
ASV_53	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Multi-affiliation
ASV_777	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae UCG-009	unknown species
ASV_661	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	Multi-affiliation
ASV_982	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Neisseriaceae	Kingella	Kingella kingae
ASV_148	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Multi-affiliation
ASV_683	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK3A20 group	unknown species
ASV_50	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Multi-affiliation
ASV_851	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_1187	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	unknown genus	Pasteurellaceae bacterium feline oral taxon 358
ASV_847	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	Atopobium fossor
ASV_364	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Polynucleobacter	Multi-affiliation
ASV_825	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	unknown species
ASV_1104	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-009	unknown species
ASV_100	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Comamonas	Multi-affiliation
ASV_429	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Kurthia	Multi-affiliation
ASV_281	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Multi-affiliation
ASV_373	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	unknown species
ASV_491	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus rupicaprae
ASV_1203	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Multi-affiliation
ASV_596	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK3A20 group	unknown species
ASV_593	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Multi-affiliation	Multi-affiliation
ASV_719	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	unknown species
ASV_999	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus 1	unknown species
ASV_627	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Sphaerotilus	Multi-affiliation
ASV_1078	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Shuttleworthia	unknown species
ASV_347	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unknown genus	unknown species
ASV_401	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Paenarthrobacter	Multi-affiliation
ASV_4	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Multi-affiliation
ASV_968	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	unknown species
ASV_135	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	Multi-affiliation
ASV_506	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Proteus	Multi-affiliation
ASV_1036	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus caespitis
ASV_819	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010	unknown species
ASV_200	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus sp.
ASV_918	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Multi-affiliation
ASV_1028	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	Moraxella sp.
ASV_124	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Multi-affiliation	Multi-affiliation
ASV_379	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Ruminococcus] gauvreauii group	unknown species
ASV_1202	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_767	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-004	unknown species
ASV_197	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unknown genus	unknown species
ASV_421	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Multi-affiliation	Multi-affiliation
ASV_59	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK3A20 group	unknown species
ASV_807	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia	unknown species
ASV_52	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Multi-affiliation	Multi-affiliation
ASV_607	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010	unknown species
ASV_1189	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Neisseriaceae	Multi-affiliation	Multi-affiliation
ASV_377	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Caryophanon	Caryophanon latum
ASV_212	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	unknown species
ASV_338	Bacteria	Firmicutes	Clostridia	Clostridiales	Multi-affiliation	Multi-affiliation	Multi-affiliation
ASV_569	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	unknown genus	Saccharopolyspora rectivirgula
ASV_110	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Pseudoclavibacter	Multi-affiliation
ASV_743	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK3A20 group	unknown species
ASV_923	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Multi-affiliation
ASV_1155	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	Niveibacterium	Multi-affiliation
ASV_849	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	unknown species
ASV_430	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK3A20 group	unknown species
ASV_783	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Cellulosilyticum	unknown species
ASV_404	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 9	unknown species
ASV_447	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Multi-affiliation
ASV_406	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Helcococcus	Helcococcus ovis
ASV_51	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Multi-affiliation
ASV_1013	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pygmaiobacter	unknown species
ASV_1110	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis
ASV_160	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella 4	unknown species
ASV_512	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	Multi-affiliation
ASV_106	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Glutamicibacter	Multi-affiliation
ASV_123	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Multi-affiliation
ASV_149	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_108	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus 3	unknown species
ASV_965	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Oligella	Oligella ureolytica
ASV_1115	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	unknown species
ASV_136	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Parvimonas	unknown species
ASV_1058	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Providencia	Multi-affiliation
ASV_353	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Clostridium sensu stricto 12	unknown species
ASV_220	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	unknown genus	Pasteurellaceae bacterium feline oral taxon 358
ASV_126	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_431	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_92	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Caryophanon	Caryophanon latum
ASV_808	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XII	Guggenheimella	unknown species
ASV_62	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Acetitomaculum	unknown species
ASV_815	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Murdochiella	unknown species
ASV_465	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Peptococcus	Peptococcus simiae
ASV_1017	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Tahibacter	unknown species
ASV_1084	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	SN8	Xanthomonas massiliensis
ASV_953	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Atopostipes	unknown species
ASV_456	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Acetitomaculum	unknown species
ASV_1185	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Multi-affiliation
ASV_573	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	unknown species
ASV_186	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Multi-affiliation
ASV_105	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Caviibacter	Multi-affiliation
ASV_397	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Multi-affiliation
ASV_945	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Multi-affiliation
ASV_978	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	unknown species
ASV_909	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Multi-affiliation
ASV_311	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	DNF00809	unknown species
ASV_1076	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	Multi-affiliation
ASV_1026	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	unknown species
ASV_3	Bacteria	Firmicutes	Clostridia	Clostridiales	Multi-affiliation	Multi-affiliation	Multi-affiliation
ASV_328	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	unknown species
ASV_36	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	Multi-affiliation
ASV_270	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	Multi-affiliation
ASV_49	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK3A20 group	unknown species
ASV_935	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Jeotgalicoccus	Multi-affiliation
ASV_137	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Multi-affiliation	Multi-affiliation
ASV_334	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Ruminococcus] gauvreauii group	unknown species
ASV_1043	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unknown genus	unknown species
ASV_1121	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula	unknown species
ASV_516	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	unknown species
ASV_1098	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Multi-affiliation
ASV_817	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Mailhella	unknown species
ASV_837	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium	Multi-affiliation
ASV_122	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_226	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinivibrio	unknown species
ASV_382	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Multi-affiliation	Multi-affiliation
ASV_112	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Multi-affiliation
ASV_703	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	unknown species
ASV_278	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Hafnia-Obesumbacterium	Multi-affiliation
ASV_673	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	unknown species
ASV_785	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Multi-affiliation	Multi-affiliation
ASV_513	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK3A20 group	unknown species
ASV_94	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas sp.
ASV_613	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	SN8	unknown species
ASV_791	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Multi-affiliation	Multi-affiliation
ASV_1159	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Multi-affiliation	Multi-affiliation
ASV_867	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae NK4A214 group	unknown species
ASV_716	Bacteria	Kiritimatiellaeota	Kiritimatiellae	WCHB1-41	unknown family	unknown genus	unknown species
ASV_576	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	[Anaerorhabdus] furcosa group	unknown species
ASV_65	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_580	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Multi-affiliation	Multi-affiliation
ASV_219	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Multi-affiliation
ASV_1022	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	unknown species
ASV_753	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	unknown species
ASV_174	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium	Multi-affiliation
ASV_41	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	Multi-affiliation
ASV_337	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-002	unknown species
ASV_1167	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	unknown genus	Multi-affiliation
ASV_547	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Multi-affiliation
ASV_335	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Multi-affiliation	Multi-affiliation
ASV_943	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter sp.
ASV_415	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae NK4A214 group	unknown species
ASV_1143	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	unknown genus	unknown species
ASV_998	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Acetitomaculum	unknown species
ASV_1101	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Achromobacter	Multi-affiliation
ASV_853	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 5	unknown species
ASV_80	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Trueperella	Multi-affiliation
ASV_85	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Multi-affiliation	Multi-affiliation
ASV_711	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	Multi-affiliation
ASV_637	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	unknown species
ASV_746	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Multi-affiliation
ASV_361	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK3A20 group	unknown species
ASV_778	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter gandensis
ASV_963	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_1068	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Multi-affiliation	Multi-affiliation
ASV_955	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	unknown species
ASV_663	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	unknown species
ASV_836	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	unknown species
ASV_534	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Globicatella	Multi-affiliation
ASV_1019	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010	unknown species
ASV_253	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Jeotgalicoccus	unknown species
ASV_780	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010	unknown species
ASV_591	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	unknown species
ASV_454	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK3A20 group	Multi-affiliation
ASV_536	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae NK4A214 group	unknown species
ASV_96	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	unknown species
ASV_266	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	unknown species
ASV_97	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	Moraxella bovoculi
